ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
    cvc5 is 35× faster (cvc5=67ms, ostrich=2369ms)
  [cJSON/string_only/sat]  symcc-assertions-11.smt2
    z3 is 263× faster (ostrich=2369ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-11.smt2
    noodler is 13× faster (ostrich=2369ms, noodler=189ms)
  [cJSON/string_only/sat]  symcc-assertions-11.smt2
    z3 is 21× faster (z3=9ms, noodler=189ms)
  [cJSON/string_only/sat]  symcc-assertions-12.smt2
    cvc5 is 57× faster (cvc5=119ms, ostrich=6754ms)
  [cJSON/string_only/sat]  symcc-assertions-12.smt2
    z3 is 26× faster (ostrich=6754ms, z3=259ms)
  [cJSON/string_only/sat]  symcc-assertions-13.smt2
    cvc5 is 36× faster (cvc5=70ms, ostrich=2497ms)
  [cJSON/string_only/sat]  symcc-assertions-13.smt2
    z3 is 277× faster (ostrich=2497ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-13.smt2
    noodler is 12× faster (ostrich=2497ms, noodler=201ms)
  [cJSON/string_only/sat]  symcc-assertions-13.smt2
    z3 is 22× faster (z3=9ms, noodler=201ms)
  [cJSON/string_only/sat]  symcc-assertions-14.smt2
    cvc5 is 32× faster (cvc5=75ms, ostrich=2363ms)
  [cJSON/string_only/sat]  symcc-assertions-14.smt2
    z3 is 236× faster (ostrich=2363ms, z3=10ms)
  [cJSON/string_only/sat]  symcc-assertions-14.smt2
    noodler is 14× faster (ostrich=2363ms, noodler=173ms)
  [cJSON/string_only/sat]  symcc-assertions-14.smt2
    z3 is 17× faster (z3=10ms, noodler=173ms)
  [cJSON/string_only/sat]  symcc-assertions-15.smt2
    cvc5 is 52× faster (cvc5=306ms, ostrich=15788ms)
  [cJSON/string_only/sat]  symcc-assertions-15.smt2
    cvc5 is 123× faster (cvc5=306ms, noodler=37717ms)
  [cJSON/string_only/sat]  symcc-assertions-15.smt2
    z3 is 64× faster (ostrich=15788ms, z3=246ms)
  [cJSON/string_only/sat]  symcc-assertions-15.smt2
    z3 is 153× faster (z3=246ms, noodler=37717ms)
  [cJSON/string_only/sat]  symcc-assertions-16.smt2
    cvc5 is 54× faster (cvc5=80ms, ostrich=4293ms)
  [cJSON/string_only/sat]  symcc-assertions-16.smt2
    z3 is 10× faster (cvc5=80ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-16.smt2
    z3 is 537× faster (ostrich=4293ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-16.smt2
    noodler is 18× faster (ostrich=4293ms, noodler=233ms)
  [cJSON/string_only/sat]  symcc-assertions-16.smt2
    z3 is 29× faster (z3=8ms, noodler=233ms)
  [cJSON/string_only/sat]  symcc-assertions-17.smt2
    cvc5 is 134× faster (cvc5=119ms, ostrich=15896ms)
  [cJSON/string_only/sat]  symcc-assertions-17.smt2
    cvc5 is 269× faster (cvc5=119ms, noodler=32018ms)
  [cJSON/string_only/sat]  symcc-assertions-17.smt2
    z3 is 46× faster (ostrich=15896ms, z3=348ms)
  [cJSON/string_only/sat]  symcc-assertions-17.smt2
    z3 is 92× faster (z3=348ms, noodler=32018ms)
  [cJSON/string_only/sat]  symcc-assertions-18.smt2
    cvc5 is 135× faster (cvc5=143ms, ostrich=19304ms)
  [cJSON/string_only/sat]  symcc-assertions-18.smt2
    cvc5 is 10× faster (cvc5=143ms, z3=1464ms)
  [cJSON/string_only/sat]  symcc-assertions-18.smt2
    z3 is 13× faster (ostrich=19304ms, z3=1464ms)
  [cJSON/string_only/sat]  symcc-assertions-19.smt2
    cvc5 is 83× faster (cvc5=72ms, ostrich=5960ms)
  [cJSON/string_only/sat]  symcc-assertions-19.smt2
    z3 is 662× faster (ostrich=5960ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-19.smt2
    noodler is 33× faster (ostrich=5960ms, noodler=179ms)
  [cJSON/string_only/sat]  symcc-assertions-19.smt2
    z3 is 20× faster (z3=9ms, noodler=179ms)
  [cJSON/string_only/sat]  symcc-assertions-2.smt2
    cvc5 is 47× faster (cvc5=86ms, ostrich=4068ms)
  [cJSON/string_only/sat]  symcc-assertions-2.smt2
    z3 is 62× faster (ostrich=4068ms, z3=66ms)
  [cJSON/string_only/sat]  symcc-assertions-2.smt2
    noodler is 14× faster (ostrich=4068ms, noodler=293ms)
  [cJSON/string_only/sat]  symcc-assertions-20.smt2
    cvc5 is 31× faster (cvc5=69ms, ostrich=2147ms)
  [cJSON/string_only/sat]  symcc-assertions-20.smt2
    z3 is 239× faster (ostrich=2147ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-20.smt2
    z3 is 24× faster (z3=9ms, noodler=218ms)
  [cJSON/string_only/sat]  symcc-assertions-21.smt2
    cvc5 is 41× faster (cvc5=301ms, ostrich=12462ms)
  [cJSON/string_only/sat]  symcc-assertions-21.smt2
    z3 is 22× faster (ostrich=12462ms, z3=576ms)
  [cJSON/string_only/sat]  symcc-assertions-22.smt2
    cvc5 is 23× faster (cvc5=70ms, ostrich=1613ms)
  [cJSON/string_only/sat]  symcc-assertions-22.smt2
    z3 is 202× faster (ostrich=1613ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-22.smt2
    noodler is 12× faster (ostrich=1613ms, noodler=131ms)
  [cJSON/string_only/sat]  symcc-assertions-22.smt2
    z3 is 16× faster (z3=8ms, noodler=131ms)
  [cJSON/string_only/sat]  symcc-assertions-23.smt2
    cvc5 is 59× faster (cvc5=120ms, ostrich=7096ms)
  [cJSON/string_only/sat]  symcc-assertions-23.smt2
    cvc5 is 472× faster (cvc5=120ms, noodler=56603ms)
  [cJSON/string_only/sat]  symcc-assertions-23.smt2
    z3 is 62× faster (z3=912ms, noodler=56603ms)
  [cJSON/string_only/sat]  symcc-assertions-24.smt2
    cvc5 is 36× faster (cvc5=171ms, ostrich=6207ms)
  [cJSON/string_only/sat]  symcc-assertions-25.smt2
    cvc5 is 43× faster (cvc5=72ms, ostrich=3126ms)
  [cJSON/string_only/sat]  symcc-assertions-25.smt2
    z3 is 391× faster (ostrich=3126ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-25.smt2
    noodler is 15× faster (ostrich=3126ms, noodler=215ms)
  [cJSON/string_only/sat]  symcc-assertions-25.smt2
    z3 is 27× faster (z3=8ms, noodler=215ms)
  [cJSON/string_only/sat]  symcc-assertions-26.smt2
    cvc5 is 37× faster (cvc5=71ms, ostrich=2598ms)
  [cJSON/string_only/sat]  symcc-assertions-26.smt2
    z3 is 289× faster (ostrich=2598ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-26.smt2
    noodler is 12× faster (ostrich=2598ms, noodler=225ms)
  [cJSON/string_only/sat]  symcc-assertions-26.smt2
    z3 is 25× faster (z3=9ms, noodler=225ms)
  [cJSON/string_only/sat]  symcc-assertions-27.smt2
    cvc5 is 50× faster (cvc5=68ms, ostrich=3390ms)
  [cJSON/string_only/sat]  symcc-assertions-27.smt2
    z3 is 377× faster (ostrich=3390ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-27.smt2
    noodler is 16× faster (ostrich=3390ms, noodler=212ms)
  [cJSON/string_only/sat]  symcc-assertions-27.smt2
    z3 is 24× faster (z3=9ms, noodler=212ms)
  [cJSON/string_only/sat]  symcc-assertions-28.smt2
    cvc5 is 27× faster (cvc5=65ms, ostrich=1772ms)
  [cJSON/string_only/sat]  symcc-assertions-28.smt2
    z3 is 222× faster (ostrich=1772ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-28.smt2
    z3 is 28× faster (z3=8ms, noodler=223ms)
  [cJSON/string_only/sat]  symcc-assertions-29.smt2
    cvc5 is 35× faster (cvc5=70ms, ostrich=2480ms)
  [cJSON/string_only/sat]  symcc-assertions-29.smt2
    z3 is 276× faster (ostrich=2480ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-29.smt2
    noodler is 12× faster (ostrich=2480ms, noodler=214ms)
  [cJSON/string_only/sat]  symcc-assertions-29.smt2
    z3 is 24× faster (z3=9ms, noodler=214ms)
  [cJSON/string_only/sat]  symcc-assertions-3.smt2
    cvc5 is 79× faster (cvc5=86ms, ostrich=6760ms)
  [cJSON/string_only/sat]  symcc-assertions-3.smt2
    z3 is 751× faster (ostrich=6760ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-3.smt2
    noodler is 35× faster (ostrich=6760ms, noodler=195ms)
  [cJSON/string_only/sat]  symcc-assertions-3.smt2
    z3 is 22× faster (z3=9ms, noodler=195ms)
  [cJSON/string_only/sat]  symcc-assertions-31.smt2
    cvc5 is 33× faster (cvc5=68ms, ostrich=2214ms)
  [cJSON/string_only/sat]  symcc-assertions-31.smt2
    z3 is 246× faster (ostrich=2214ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-31.smt2
    noodler is 19× faster (ostrich=2214ms, noodler=116ms)
  [cJSON/string_only/sat]  symcc-assertions-31.smt2
    z3 is 13× faster (z3=9ms, noodler=116ms)
  [cJSON/string_only/sat]  symcc-assertions-32.smt2
    cvc5 is 35× faster (cvc5=69ms, ostrich=2419ms)
  [cJSON/string_only/sat]  symcc-assertions-32.smt2
    z3 is 302× faster (ostrich=2419ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-32.smt2
    noodler is 23× faster (ostrich=2419ms, noodler=103ms)
  [cJSON/string_only/sat]  symcc-assertions-32.smt2
    z3 is 13× faster (z3=8ms, noodler=103ms)
  [cJSON/string_only/sat]  symcc-assertions-33.smt2
    cvc5 is 52× faster (cvc5=254ms, ostrich=13131ms)
  [cJSON/string_only/sat]  symcc-assertions-33.smt2
    z3 is 11× faster (ostrich=13131ms, z3=1218ms)
  [cJSON/string_only/sat]  symcc-assertions-34.smt2
    cvc5 is 29× faster (cvc5=72ms, ostrich=2085ms)
  [cJSON/string_only/sat]  symcc-assertions-34.smt2
    z3 is 190× faster (ostrich=2085ms, z3=11ms)
  [cJSON/string_only/sat]  symcc-assertions-34.smt2
    noodler is 21× faster (ostrich=2085ms, noodler=97ms)
  [cJSON/string_only/sat]  symcc-assertions-35.smt2
    cvc5 is 48× faster (cvc5=261ms, ostrich=12436ms)
  [cJSON/string_only/sat]  symcc-assertions-35.smt2
    z3 is 11× faster (ostrich=12436ms, z3=1176ms)
  [cJSON/string_only/sat]  symcc-assertions-38.smt2
    cvc5 is 38× faster (cvc5=69ms, ostrich=2649ms)
  [cJSON/string_only/sat]  symcc-assertions-38.smt2
    z3 is 331× faster (ostrich=2649ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-38.smt2
    noodler is 25× faster (ostrich=2649ms, noodler=107ms)
  [cJSON/string_only/sat]  symcc-assertions-38.smt2
    z3 is 13× faster (z3=8ms, noodler=107ms)
  [cJSON/string_only/sat]  symcc-assertions-39.smt2
    cvc5 is 72× faster (cvc5=254ms, ostrich=18292ms)
  [cJSON/string_only/sat]  symcc-assertions-39.smt2
    z3 is 22× faster (ostrich=18292ms, z3=844ms)
  [cJSON/string_only/sat]  symcc-assertions-4.smt2
    cvc5 is 73× faster (cvc5=88ms, ostrich=6386ms)
  [cJSON/string_only/sat]  symcc-assertions-4.smt2
    z3 is 139× faster (ostrich=6386ms, z3=46ms)
  [cJSON/string_only/sat]  symcc-assertions-4.smt2
    noodler is 18× faster (ostrich=6386ms, noodler=362ms)
  [cJSON/string_only/sat]  symcc-assertions-40.smt2
    cvc5 is 51× faster (cvc5=73ms, ostrich=3734ms)
  [cJSON/string_only/sat]  symcc-assertions-40.smt2
    z3 is 467× faster (ostrich=3734ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-40.smt2
    noodler is 38× faster (ostrich=3734ms, noodler=97ms)
  [cJSON/string_only/sat]  symcc-assertions-40.smt2
    z3 is 12× faster (z3=8ms, noodler=97ms)
  [cJSON/string_only/sat]  symcc-assertions-41.smt2
    cvc5 is 81× faster (cvc5=204ms, ostrich=16601ms)
  [cJSON/string_only/sat]  symcc-assertions-41.smt2
    z3 is 21× faster (ostrich=16601ms, z3=774ms)
  [cJSON/string_only/sat]  symcc-assertions-42.smt2
    cvc5 is 49× faster (cvc5=71ms, ostrich=3454ms)
  [cJSON/string_only/sat]  symcc-assertions-42.smt2
    z3 is 432× faster (ostrich=3454ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-42.smt2
    noodler is 39× faster (ostrich=3454ms, noodler=88ms)
  [cJSON/string_only/sat]  symcc-assertions-42.smt2
    z3 is 11× faster (z3=8ms, noodler=88ms)
  [cJSON/string_only/sat]  symcc-assertions-5.smt2
    cvc5 is 81× faster (cvc5=133ms, ostrich=10796ms)
  [cJSON/string_only/sat]  symcc-assertions-5.smt2
    z3 is 94× faster (ostrich=10796ms, z3=115ms)
  [cJSON/string_only/sat]  symcc-assertions-5.smt2
    noodler is 29× faster (ostrich=10796ms, noodler=368ms)
  [cJSON/string_only/sat]  symcc-assertions-6.smt2
    cvc5 is 26× faster (cvc5=73ms, ostrich=1918ms)
  [cJSON/string_only/sat]  symcc-assertions-6.smt2
    z3 is 240× faster (ostrich=1918ms, z3=8ms)
  [cJSON/string_only/sat]  symcc-assertions-6.smt2
    noodler is 21× faster (ostrich=1918ms, noodler=93ms)
  [cJSON/string_only/sat]  symcc-assertions-6.smt2
    z3 is 12× faster (z3=8ms, noodler=93ms)
  [cJSON/string_only/sat]  symcc-assertions-7.smt2
    cvc5 is 77× faster (cvc5=94ms, ostrich=7202ms)
  [cJSON/string_only/sat]  symcc-assertions-7.smt2
    z3 is 111× faster (ostrich=7202ms, z3=65ms)
  [cJSON/string_only/sat]  symcc-assertions-7.smt2
    noodler is 10× faster (ostrich=7202ms, noodler=706ms)
  [cJSON/string_only/sat]  symcc-assertions-7.smt2
    z3 is 11× faster (z3=65ms, noodler=706ms)
  [cJSON/string_only/sat]  symcc-assertions-8.smt2
    cvc5 is 222× faster (cvc5=106ms, ostrich=23584ms)
  [cJSON/string_only/sat]  symcc-assertions-8.smt2
    z3 is 85× faster (ostrich=23584ms, z3=279ms)
  [cJSON/string_only/sat]  symcc-assertions-9.smt2
    cvc5 is 33× faster (cvc5=66ms, ostrich=2210ms)
  [cJSON/string_only/sat]  symcc-assertions-9.smt2
    z3 is 246× faster (ostrich=2210ms, z3=9ms)
  [cJSON/string_only/sat]  symcc-assertions-9.smt2
    noodler is 19× faster (ostrich=2210ms, noodler=115ms)
  [cJSON/string_only/sat]  symcc-assertions-9.smt2
    z3 is 13× faster (z3=9ms, noodler=115ms)
  [cJSON/string_only/unsat]  symcc-unsat-0.smt2
    cvc5 is 29× faster (cvc5=72ms, ostrich=2063ms)
  [cJSON/string_only/unsat]  symcc-unsat-0.smt2
    z3 is 71× faster (ostrich=2063ms, z3=29ms)
  [cJSON/string_only/unsat]  symcc-unsat-0.smt2
    noodler is 10× faster (ostrich=2063ms, noodler=203ms)
  [cJSON/string_only/unsat]  symcc-unsat-1.smt2
    cvc5 is 76× faster (cvc5=74ms, ostrich=5642ms)
  [cJSON/string_only/unsat]  symcc-unsat-1.smt2
    z3 is 84× faster (ostrich=5642ms, z3=67ms)
  [cJSON/string_only/unsat]  symcc-unsat-1.smt2
    noodler is 27× faster (ostrich=5642ms, noodler=210ms)
  [cJSON/string_only/unsat]  symcc-unsat-10.smt2
    cvc5 is 70× faster (cvc5=221ms, ostrich=15576ms)
  [cJSON/string_only/unsat]  symcc-unsat-10.smt2
    z3 is 61× faster (ostrich=15576ms, z3=254ms)
  [cJSON/string_only/unsat]  symcc-unsat-11.smt2
    cvc5 is 61× faster (cvc5=214ms, ostrich=13026ms)
  [cJSON/string_only/unsat]  symcc-unsat-11.smt2
    z3 is 34× faster (ostrich=13026ms, z3=382ms)
  [cJSON/string_only/unsat]  symcc-unsat-12.smt2
    cvc5 is 43× faster (cvc5=116ms, ostrich=4980ms)
  [cJSON/string_only/unsat]  symcc-unsat-12.smt2
    z3 is 11× faster (ostrich=4980ms, z3=453ms)
  [cJSON/string_only/unsat]  symcc-unsat-13.smt2
    cvc5 is 40× faster (cvc5=116ms, ostrich=4607ms)
  [cJSON/string_only/unsat]  symcc-unsat-13.smt2
    cvc5 is 2358× faster (cvc5=116ms, noodler=273560ms)
  [cJSON/string_only/unsat]  symcc-unsat-13.smt2
    z3 is 10× faster (ostrich=4607ms, z3=448ms)
  [cJSON/string_only/unsat]  symcc-unsat-13.smt2
    ostrich is 59× faster (ostrich=4607ms, noodler=273560ms)
  [cJSON/string_only/unsat]  symcc-unsat-13.smt2
    z3 is 611× faster (z3=448ms, noodler=273560ms)
  [cJSON/string_only/unsat]  symcc-unsat-14.smt2
    cvc5 is 43× faster (cvc5=113ms, ostrich=4852ms)
  [cJSON/string_only/unsat]  symcc-unsat-14.smt2
    cvc5 is 1618× faster (cvc5=113ms, noodler=182791ms)
  [cJSON/string_only/unsat]  symcc-unsat-14.smt2
    ostrich is 38× faster (ostrich=4852ms, noodler=182791ms)
  [cJSON/string_only/unsat]  symcc-unsat-14.smt2
    z3 is 176× faster (z3=1038ms, noodler=182791ms)
  [cJSON/string_only/unsat]  symcc-unsat-15.smt2
    cvc5 is 75× faster (cvc5=140ms, ostrich=10499ms)
  [cJSON/string_only/unsat]  symcc-unsat-15.smt2
    cvc5 is 1004× faster (cvc5=140ms, noodler=140573ms)
  [cJSON/string_only/unsat]  symcc-unsat-15.smt2
    z3 is 24× faster (ostrich=10499ms, z3=433ms)
  [cJSON/string_only/unsat]  symcc-unsat-15.smt2
    ostrich is 13× faster (ostrich=10499ms, noodler=140573ms)
  [cJSON/string_only/unsat]  symcc-unsat-15.smt2
    z3 is 325× faster (z3=433ms, noodler=140573ms)
  [cJSON/string_only/unsat]  symcc-unsat-16.smt2
    cvc5 is 82× faster (cvc5=128ms, ostrich=10560ms)
  [cJSON/string_only/unsat]  symcc-unsat-16.smt2
    cvc5 is 1133× faster (cvc5=128ms, noodler=145048ms)
  [cJSON/string_only/unsat]  symcc-unsat-16.smt2
    z3 is 20× faster (ostrich=10560ms, z3=529ms)
  [cJSON/string_only/unsat]  symcc-unsat-16.smt2
    ostrich is 14× faster (ostrich=10560ms, noodler=145048ms)
  [cJSON/string_only/unsat]  symcc-unsat-16.smt2
    z3 is 274× faster (z3=529ms, noodler=145048ms)
  [cJSON/string_only/unsat]  symcc-unsat-17.smt2
    cvc5 is 42× faster (cvc5=128ms, ostrich=5361ms)
  [cJSON/string_only/unsat]  symcc-unsat-17.smt2
    cvc5 is 364× faster (cvc5=128ms, noodler=46609ms)
  [cJSON/string_only/unsat]  symcc-unsat-17.smt2
    z3 is 11× faster (ostrich=5361ms, z3=510ms)
  [cJSON/string_only/unsat]  symcc-unsat-17.smt2
    z3 is 91× faster (z3=510ms, noodler=46609ms)
  [cJSON/string_only/unsat]  symcc-unsat-18.smt2
    cvc5 is 38× faster (cvc5=140ms, ostrich=5289ms)
  [cJSON/string_only/unsat]  symcc-unsat-19.smt2
    cvc5 is 36× faster (cvc5=146ms, ostrich=5255ms)
  [cJSON/string_only/unsat]  symcc-unsat-2.smt2
    cvc5 is 49× faster (cvc5=83ms, ostrich=4034ms)
  [cJSON/string_only/unsat]  symcc-unsat-2.smt2
    z3 is 59× faster (ostrich=4034ms, z3=68ms)
  [cJSON/string_only/unsat]  symcc-unsat-2.smt2
    noodler is 36× faster (ostrich=4034ms, noodler=112ms)
  [cJSON/string_only/unsat]  symcc-unsat-20.smt2
    cvc5 is 40× faster (cvc5=143ms, ostrich=5656ms)
  [cJSON/string_only/unsat]  symcc-unsat-21.smt2
    cvc5 is 40× faster (cvc5=160ms, ostrich=6453ms)
  [cJSON/string_only/unsat]  symcc-unsat-22.smt2
    cvc5 is 50× faster (cvc5=156ms, ostrich=7867ms)
  [cJSON/string_only/unsat]  symcc-unsat-23.smt2
    cvc5 is 36× faster (cvc5=164ms, ostrich=5838ms)
  [cJSON/string_only/unsat]  symcc-unsat-24.smt2
    cvc5 is 38× faster (cvc5=171ms, ostrich=6580ms)
  [cJSON/string_only/unsat]  symcc-unsat-25.smt2
    cvc5 is 35× faster (cvc5=183ms, ostrich=6346ms)
  [cJSON/string_only/unsat]  symcc-unsat-26.smt2
    cvc5 is 34× faster (cvc5=173ms, ostrich=5911ms)
  [cJSON/string_only/unsat]  symcc-unsat-27.smt2
    cvc5 is 40× faster (cvc5=170ms, ostrich=6787ms)
  [cJSON/string_only/unsat]  symcc-unsat-28.smt2
    cvc5 is 36× faster (cvc5=170ms, ostrich=6101ms)
  [cJSON/string_only/unsat]  symcc-unsat-29.smt2
    cvc5 is 42× faster (cvc5=178ms, ostrich=7432ms)
  [cJSON/string_only/unsat]  symcc-unsat-3.smt2
    cvc5 is 32× faster (cvc5=90ms, ostrich=2853ms)
  [cJSON/string_only/unsat]  symcc-unsat-3.smt2
    z3 is 65× faster (ostrich=2853ms, z3=44ms)
  [cJSON/string_only/unsat]  symcc-unsat-30.smt2
    cvc5 is 34× faster (cvc5=190ms, ostrich=6392ms)
  [cJSON/string_only/unsat]  symcc-unsat-31.smt2
    cvc5 is 37× faster (cvc5=188ms, ostrich=6922ms)
  [cJSON/string_only/unsat]  symcc-unsat-31.smt2
    cvc5 is 19× faster (cvc5=188ms, z3=3535ms)
  [cJSON/string_only/unsat]  symcc-unsat-32.smt2
    cvc5 is 26× faster (cvc5=189ms, ostrich=4879ms)
  [cJSON/string_only/unsat]  symcc-unsat-32.smt2
    cvc5 is 19× faster (cvc5=189ms, z3=3525ms)
  [cJSON/string_only/unsat]  symcc-unsat-33.smt2
    cvc5 is 19× faster (cvc5=189ms, ostrich=3632ms)
  [cJSON/string_only/unsat]  symcc-unsat-34.smt2
    cvc5 is 19× faster (cvc5=191ms, ostrich=3703ms)
  [cJSON/string_only/unsat]  symcc-unsat-35.smt2
    cvc5 is 22× faster (cvc5=192ms, ostrich=4270ms)
  [cJSON/string_only/unsat]  symcc-unsat-36.smt2
    cvc5 is 21× faster (cvc5=191ms, ostrich=4027ms)
  [cJSON/string_only/unsat]  symcc-unsat-36.smt2
    cvc5 is 368× faster (cvc5=191ms, z3=70220ms)
  [cJSON/string_only/unsat]  symcc-unsat-36.smt2
    ostrich is 17× faster (ostrich=4027ms, z3=70220ms)
  [cJSON/string_only/unsat]  symcc-unsat-37.smt2
    cvc5 is 19× faster (cvc5=190ms, ostrich=3676ms)
  [cJSON/string_only/unsat]  symcc-unsat-38.smt2
    cvc5 is 20× faster (cvc5=200ms, ostrich=3941ms)
  [cJSON/string_only/unsat]  symcc-unsat-39.smt2
    cvc5 is 19× faster (cvc5=190ms, ostrich=3701ms)
  [cJSON/string_only/unsat]  symcc-unsat-4.smt2
    cvc5 is 38× faster (cvc5=85ms, ostrich=3272ms)
  [cJSON/string_only/unsat]  symcc-unsat-4.smt2
    z3 is 42× faster (ostrich=3272ms, z3=77ms)
  [cJSON/string_only/unsat]  symcc-unsat-4.smt2
    noodler is 12× faster (ostrich=3272ms, noodler=275ms)
  [cJSON/string_only/unsat]  symcc-unsat-40.smt2
    cvc5 is 21× faster (cvc5=189ms, ostrich=4042ms)
  [cJSON/string_only/unsat]  symcc-unsat-41.smt2
    cvc5 is 20× faster (cvc5=196ms, ostrich=3950ms)
  [cJSON/string_only/unsat]  symcc-unsat-42.smt2
    cvc5 is 20× faster (cvc5=190ms, ostrich=3755ms)
  [cJSON/string_only/unsat]  symcc-unsat-5.smt2
    cvc5 is 131× faster (cvc5=94ms, ostrich=12314ms)
  [cJSON/string_only/unsat]  symcc-unsat-5.smt2
    z3 is 108× faster (ostrich=12314ms, z3=114ms)
  [cJSON/string_only/unsat]  symcc-unsat-5.smt2
    noodler is 23× faster (ostrich=12314ms, noodler=530ms)
  [cJSON/string_only/unsat]  symcc-unsat-6.smt2
    cvc5 is 190× faster (cvc5=90ms, ostrich=17081ms)
  [cJSON/string_only/unsat]  symcc-unsat-6.smt2
    z3 is 150× faster (ostrich=17081ms, z3=114ms)
  [cJSON/string_only/unsat]  symcc-unsat-6.smt2
    noodler is 32× faster (ostrich=17081ms, noodler=531ms)
  [cJSON/string_only/unsat]  symcc-unsat-7.smt2
    cvc5 is 185× faster (cvc5=102ms, ostrich=18837ms)
  [cJSON/string_only/unsat]  symcc-unsat-7.smt2
    z3 is 148× faster (ostrich=18837ms, z3=127ms)
  [cJSON/string_only/unsat]  symcc-unsat-7.smt2
    noodler is 26× faster (ostrich=18837ms, noodler=711ms)
  [cJSON/string_only/unsat]  symcc-unsat-8.smt2
    cvc5 is 94× faster (cvc5=211ms, ostrich=19797ms)
  [cJSON/string_only/unsat]  symcc-unsat-8.smt2
    cvc5 is 430× faster (cvc5=211ms, noodler=90775ms)
  [cJSON/string_only/unsat]  symcc-unsat-8.smt2
    z3 is 70× faster (ostrich=19797ms, z3=281ms)
  [cJSON/string_only/unsat]  symcc-unsat-8.smt2
    z3 is 323× faster (z3=281ms, noodler=90775ms)
  [cJSON/string_only/unsat]  symcc-unsat-9.smt2
    cvc5 is 88× faster (cvc5=213ms, ostrich=18753ms)
  [cJSON/string_only/unsat]  symcc-unsat-9.smt2
    z3 is 53× faster (ostrich=18753ms, z3=352ms)
  [cJSON/string_only/unsat]  symcc-unsat-reset-21.smt2
    cvc5 is 60× faster (cvc5=160ms, ostrich=9565ms)
  [inih/mixed/sat]  symcc-assertions-0.smt2
    cvc5 is 37× faster (cvc5=108ms, ostrich=4028ms)
  [inih/mixed/sat]  symcc-assertions-0.smt2
    z3 is 336× faster (ostrich=4028ms, z3=12ms)
  [inih/mixed/sat]  symcc-assertions-0.smt2
    noodler is 47× faster (ostrich=4028ms, noodler=85ms)
  [inih/mixed/sat]  symcc-assertions-1.smt2
    cvc5 is 115× faster (cvc5=69ms, ostrich=7928ms)
  [inih/mixed/sat]  symcc-assertions-1.smt2
    z3 is 610× faster (ostrich=7928ms, z3=13ms)
  [inih/mixed/sat]  symcc-assertions-1.smt2
    noodler is 78× faster (ostrich=7928ms, noodler=101ms)
  [inih/mixed/sat]  symcc-assertions-2.smt2
    cvc5 is 90× faster (cvc5=71ms, ostrich=6419ms)
  [inih/mixed/sat]  symcc-assertions-2.smt2
